Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
NUE,130.77999877929688,88.5,187.8999938964844,138.58599929809571,125.94391983032229,130.67835891723632,130.98180465698243,125.61906883239746,Basic Materials | Steel | USA,4.0,0.1,5.11,-25.4,879.5,12.35,2022-08-19,2022-07-06,121.16538701075376,110.08630478398406,2022-05-02,2022-07-18
ENTG,92.08000183105467,85.91999816894531,158.0,100.5840000152588,99.81417434692383,103.92917022705078,111.6194039408366,118.14566158294676,Technology | Semiconductor Equipment & Materials | USA,27.28,1.63,188.05,21.2,38.4,4.87,2022-08-09,2022-07-13,104.33833482334616,99.6609360520083,2022-08-29,2022-07-18
TWTR,38.630001068115234,31.299999237060547,68.41000366210938,41.98350009918213,40.08800018310547,41.39360008239746,40.120266621907554,40.65219993591309,Communication Services | Internet Content & Information | USA,-,-,-,-1.2,80.7,0.6,2022-08-22,2022-07-15,109.66828248621135,104.36631895564324,2022-08-22,2022-07-18
XPER,15.630000114440918,13.390000343322754,21.920000076293945,16.12901701927185,15.723495597839356,15.752789735794067,16.055161991119384,16.684273133277895,Technology | Semiconductor Equipment & Materials | USA,-,-,8.17,5.3,-129.0,1.68,2022-08-09,2022-06-28,106.91519927118068,102.99559485852004,2022-08-29,2022-07-18
EBIX,24.68000030517578,12.5,44.41999816894531,24.26979970932007,21.71926383972168,24.946196603775025,27.127760016123453,28.084129424095156,Technology | Software - Application | USA,10.93,1.09,17.63,1.8,-26.3,3.29,2022-08-22,2022-08-30,125.78025303339032,110.20525356974768,2022-06-06,2022-07-18
WEX,152.25,123.01000213623048,197.6999969482422,162.9939987182617,162.565,162.94320037841797,164.69433380126952,158.57705039978026,Technology | Software - Infrastructure | USA,35.55,1.91,171.47,30.2,100.1,14.12,2022-08-09,2022-07-07,101.830375653799,100.3239362666084,2022-08-22,2022-07-18
ESMT,19.770000457763672,,,20.948499965667725,19.156800079345704,19.576500015258787,19.99473333994548,20.46995001792908,Technology | Software - Infrastructure | USA,-,-,127.28,42.9,-33.5,0.22,2022-08-19,2022-07-06,120.11073335858146,109.30537648179124,2022-06-06,2022-07-18
NSIT,87.91999816894531,82.5,111.0199966430664,92.97699928283691,90.4847998046875,94.315599899292,96.86259994506835,98.06989986419676,Technology | Information Technology Services | USA,12.3,1.65,-,23.1,22.2,9.23,2022-08-24,2022-07-07,106.10109687389384,101.20999099556998,2022-08-29,2022-07-18
CYBR,137.50999450683594,100.3499984741211,201.67999267578125,146.6519989013672,139.19680068969726,140.56880058288573,145.68046696980795,149.57750019073487,Technology | Software - Infrastructure | Israel,-,-,207.68,21.4,-309.1,0.04,2022-08-29,2022-08-03,108.02552858444034,104.7810408044938,2022-07-11,2022-07-18
CTSH,62.33000183105469,62.04999923706055,93.47000122070312,66.83114604949951,67.17953498840332,71.19142955780029,76.7008036549886,78.32965215682984,Technology | Information Technology Services | USA,14.47,1.4,18.35,7.0,57.3,5.0,2022-08-22,2022-07-18,99.56893603074346,97.07648213001993,2022-08-22,2022-07-18
ENV,51.22999954223633,49.08000183105469,85.98999786376953,56.31800022125244,54.94880020141601,61.7382999420166,65.56320012410482,68.65100009918213,Technology | Software - Application | USA,-,-,17.69,10.5,513.7,2.36,2022-08-22,2022-06-27,106.00316125943878,98.99105955176064,2022-08-29,2022-07-18
NVMI,97.12999725341795,81.62999725341797,149.14999389648438,104.93249969482422,99.7234001159668,99.72940032958984,103.37086690266928,110.2673002243042,Technology | Semiconductor Equipment & Materials | Israel,24.83,0.77,28.11,44.9,88.7,4.94,2022-08-19,2022-08-12,112.4730607059094,105.27625625547626,2022-08-29,2022-07-11
CDW,168.5,152.14999389648438,208.7100067138672,179.26368408203126,171.65541442871094,169.2748011779785,171.8251803588867,177.12767593383788,Technology | Information Technology Services | USA,22.93,1.59,28.18,19.4,29.2,10.59,2022-08-26,2022-08-16,109.67394956405866,105.03514828704104,2022-08-29,2022-07-11
CSL,295.9599914550781,195.0399932861328,318.7099914550781,306.8190628051758,279.69630126953126,264.941717376709,254.69576588948567,249.8110739135742,Industrials | Building Products & Equipment | USA,21.32,1.42,78.06,56.8,22.8,21.36,2022-08-22,2022-07-05,119.04806146928873,112.15651430355328,2022-08-29,2022-07-11
INTC,31.21999931335449,31.059999465942383,56.27999877929688,34.34299993515015,36.28353130340576,39.454118556976326,42.00296408335368,44.03401038169861,Technology | Semiconductors | USA,6.69,6.3,8.43,-22.0,-1.6,2.68,2022-08-22,2022-08-16,90.74519671570032,91.18689470257964,2022-08-01,2022-07-11
RJF,103.5,84.86000061035156,117.37000274658205,106.88699989318847,98.82613021850584,97.86161315917968,100.64909332275391,100.43857299804688,Financial | Capital Markets | USA,14.73,1.73,2.57,10.6,71.0,9.36,2022-08-23,2022-06-24,114.5270136663017,108.30585145131684,2022-04-18,2022-07-11
MCHP,64.5,54.33000183105469,90.0,69.12984657287598,65.3689121246338,65.68089206695556,67.81895235697428,71.40985315322877,Technology | Semiconductors | USA,23.65,2.57,17.05,25.1,75.9,5.73,2022-08-19,2022-07-08,113.78731145664102,105.82897949460136,2022-08-29,2022-07-11
MU,56.33000183105469,51.400001525878906,98.4499969482422,59.99100017547608,60.01895126342774,63.98994289398193,69.89771832784017,74.1985376548767,Technology | Semiconductors | USA,6.42,13.38,14.1,16.4,116.2,3.92,2022-08-19,2022-08-12,102.36552776881057,97.82095319274228,2022-08-22,2022-07-11
CAMT,25.739999771118164,22.88999938964844,49.59999847412109,28.92400007247925,27.87400005340576,28.15570011138916,29.73766674041748,32.992999982833865,Technology | Semiconductor Equipment & Materials | Israel,17.51,2.69,-,17.9,148.1,1.83,2022-08-17,2022-07-08,109.72944273087448,103.56293672594433,2022-08-29,2022-07-11
JOBY,5.230000019073486,3.609999895095825,13.300000190734863,5.746000051498413,5.52160002708435,5.377400012016296,5.291333340009054,5.630250005722046,Industrials | Airports & Air Services | USA,-,-,-,,63.0,-0.61,2022-08-17,2022-07-05,112.90721007239304,106.5409703099603,2022-08-22,2022-07-11
MYNA,7.590000152587891,,,8.111550045013427,8.096500015258789,8.595070004463196,9.214780015945434,10.269690034389496,Technology | Communication Equipment | Germany,-,-,-,-43.6,,-,2022-08-03,2022-06-30,104.74441501519772,99.51769918094055,2022-08-29,2022-07-11
ADI,148.6300048828125,138.5,191.9499969482422,165.3229133605957,160.53997802734375,158.59377014160157,158.50321502685546,161.83616264343263,Technology | Semiconductors | USA,41.16,2.48,34.98,76.8,5.6,9.57,2022-08-17,2022-07-07,108.93777438562635,103.78987842445078,2022-08-22,2022-07-11
ROST,87.38999938964844,69.23999786376953,125.62999725341795,88.36029510498047,82.15299713134766,85.68494583129883,87.68059682210287,92.45956256866457,Consumer Cyclical | Apparel Retail | USA,20.73,5.46,39.92,-4.1,-9.2,4.68,2022-08-23,2022-06-24,113.33719087445223,106.24270276062391,2022-05-09,2022-07-11
MRVL,45.7599983215332,41.06999969482422,93.8499984741211,51.83150005340576,50.5493856048584,53.40562210083008,58.55785924275716,64.039030418396,Technology | Semiconductors | USA,-,-,55.28,41.0,-27.4,2.82,2022-08-11,2022-07-07,110.36713907347246,101.56635391034884,2022-08-29,2022-07-11
NVDA,136.47000122070312,132.6999969482422,346.4700012207031,171.0259994506836,168.68039978027343,175.90649627685548,199.75956634521484,221.6528349304199,Technology | Semiconductors | USA,44.74,1.91,59.19,3.0,123.1,4.49,2022-08-19,2022-08-15,107.99398618490176,100.49226870209556,2022-08-22,2022-07-11
NLOK,22.84000015258789,21.549999237060547,30.920000076293945,23.42694263458252,23.576279106140134,23.91944944381714,25.126753629048665,25.133890743255616,Technology | Software - Infrastructure | USA,15.87,1.96,20.68,3.1,21.9,1.95,2022-08-08,2022-06-28,102.04079397242106,99.51263065619791,2022-08-22,2022-07-11
CZR,42.59999847412109,35.099998474121094,119.80999755859376,46.78899955749511,44.09599967956543,49.33119987487793,59.13960001627604,66.2875500869751,Consumer Cyclical | Resorts & Casinos | USA,-,-,-,12.7,64.9,0.63,2022-08-19,2022-06-24,115.07370256489524,103.56313938579098,2022-04-04,2022-07-11
DIOD,68.58000183105469,58.52000045776367,113.9800033569336,77.49349937438964,73.80579986572266,73.3983000946045,78.04400004069011,84.24689990997314,Technology | Semiconductors | USA,10.99,0.73,19.55,13.8,165.6,7.2,2022-08-16,2022-08-15,114.80706972641794,106.08284171110644,2022-08-29,2022-07-11
ON,67.51000213623047,41.880001068115234,76.77999877929688,69.67599983215332,62.19419967651367,59.15219985961914,59.40286666870117,60.32799989700317,Technology | Semiconductors | USA,17.49,0.91,22.39,24.9,306.8,4.94,2022-08-29,2022-08-25,125.7969731676617,114.94127535798206,2022-06-13,2022-07-11
MA,322.5599975585937,303.6499938964844,399.9200134277344,343.7589996337891,338.5094360351562,341.3854830932617,346.41752970377604,347.04000366210937,Financial | Credit Services | USA,32.68,1.43,40.9,21.4,37.4,12.64,2022-08-18,2022-08-15,104.51529476122607,101.4071345480887,2022-08-22,2022-07-11
ACLS,63.38999938964844,44.380001068115234,83.73999786376953,71.48650074005127,64.88600028991699,61.05460033416748,63.55540028889974,64.13500022888184,Technology | Semiconductor Equipment & Materials | USA,14.41,0.72,16.96,50.2,96.6,5.02,2022-08-16,2022-08-12,126.38502930566185,114.70633225133192,2022-08-29,2022-07-11
GRBK,23.459999084472656,16.799999237060547,32.25,27.3229998588562,24.95579990386963,23.149299964904785,22.69173332214356,23.877599992752074,Consumer Cyclical | Residential Construction | USA,4.29,2.5,14.87,40.5,66.4,4.32,2022-08-19,2022-07-01,122.2584537673189,113.68229851091571,2022-08-22,2022-07-11
QSI,3.059999942779541,2.220000028610229,10.149999618530272,3.596999979019165,3.213199996948242,3.5421999955177306,3.843133322397868,4.48949999332428,Healthcare | Biotechnology | USA,-,-,-,,82.5,-0.88,2022-08-19,2022-07-07,127.1620410694549,108.90717964844762,2022-08-29,2022-07-11
STX,65.47000122070312,63.5,117.66999816894533,76.59699897766113,76.52159988403321,78.49505004882812,84.69051127115885,89.5057234954834,Technology | Computer Hardware | Ireland,8.93,0.88,16.91,2.6,41.6,7.66,2022-08-17,2022-07-07,102.3913020308346,98.5008990146347,2022-08-22,2022-07-11
FISV,101.44000244140624,87.02999877929688,119.51000213623048,106.28050079345704,101.02000061035156,98.92580024719238,99.08306660970052,100.19744998931884,Technology | Information Technology Services | USA,32.97,2.15,27.11,9.8,41.7,7.43,2022-08-19,2022-07-01,111.50823061105628,106.42345994327113,2022-08-29,2022-07-11
CPT,126.69000244140624,125.16999816894533,180.3699951171875,138.44900131225586,136.33924713134766,140.9005110168457,148.6353913370768,153.04211112976074,Real Estate | REIT - Residential | USA,16.73,0.66,-,-33.5,138.2,1.83,2022-08-22,2022-06-23,102.81137725778014,99.81364768826006,2022-08-29,2022-07-11
ZEN,76.7699966430664,54.15999984741211,136.3000030517578,76.54300041198731,75.51420028686523,86.5276000213623,95.99460006713868,96.80944995880128,Technology | Software - Application | USA,-,-,64.2,28.0,1.2,0.92,2022-09-01,2022-08-30,102.28135193544044,99.66948974048432,2022-04-25,2022-07-11
AMPH,28.90999984741211,17.559999465942383,44.459999084472656,31.828500175476076,34.31340015411377,34.87400014877319,33.65653345743815,30.909050102233888,Healthcare | Drug Manufacturers - Specialty & Generic | USA,16.26,0.65,20.68,21.4,24.8,1.92,2022-08-04,2022-06-27,92.32843420798211,95.3292580328607,2022-08-08,2022-07-11
USD,18.280000686645508,16.68000030517578,58.40999984741211,23.62100009918213,22.7234001159668,24.406000080108644,28.833333346048992,34.01610011100769,Financial | Exchange Traded Fund | USA,-,-,-,,,-,2022-08-17,2022-07-07,116.3125368529616,103.35536355672092,2022-08-29,2022-07-11
TER,83.04000091552734,80.41000366210938,168.91000366210938,94.24867057800292,94.95350845336914,99.32042251586914,104.6220231628418,116.92088012695312,Technology | Semiconductor Equipment & Materials | USA,17.49,3.17,17.07,-22.6,29.0,5.02,2022-08-19,2022-08-12,101.64540410835308,97.83240459609276,2022-08-22,2022-07-11
TXN,163.0,144.4600067138672,202.259994506836,175.17250213623046,167.38191711425782,167.09364044189454,168.7756383260091,172.60936828613282,Technology | Semiconductors | USA,17.82,1.78,86.16,13.8,38.5,8.93,2022-08-17,2022-07-06,111.230281704356,104.9638283815344,2022-08-22,2022-07-11
PTNR,8.760000228881836,3.920000076293945,9.270000457763672,8.421499967575073,7.90020001411438,7.66289999961853,7.77613333384196,7.677050001621247,Communication Services | Telecom Services | Israel,29.3,14.65,18.29,2.3,569.1,-,2022-08-26,2022-09-02,110.606275106829,107.5251334446808,2022-01-31,2022-07-04
MUSA,287.5799865722656,145.24000549316406,303.0899963378906,292.7407684326172,274.8923455810547,256.8612664794922,234.0397332763672,222.75003227233887,Consumer Cyclical | Specialty Retail | USA,13.19,2.93,11.09,51.9,14.1,14.23,2022-08-22,2022-08-18,113.05184041116873,110.51975661855602,2022-08-29,2022-07-04
PSTG,29.15999984741211,20.290000915527344,36.70899963378906,29.95099992752075,28.08199996948242,27.57700002670288,28.422266693115237,28.84275003433228,Technology | Computer Hardware | USA,-,-,-,50.3,52.4,1.3,2022-08-22,2022-07-07,112.93723248252364,107.70178791371606,2022-06-27,2022-07-04
BOX,25.63999938964844,22.18000030517578,33.040000915527344,28.970499992370605,28.011000022888183,28.008000049591065,27.665333404541016,27.148150072097778,Technology | Software - Infrastructure | USA,-,-,16.04,14.7,-24.2,1.46,2022-08-19,2022-06-24,108.18239492592473,104.42869271079736,2022-08-22,2022-07-04
CSGS,56.900001525878906,45.22999954223633,66.58000183105469,57.57950019836426,59.824800186157226,59.86926486968994,60.37660133361816,59.1284720993042,Technology | Software - Infrastructure | USA,40.47,-,90.4,2.8,24.2,3.87,2022-08-04,2022-08-30,95.33730627121732,97.32260682052254,2022-08-01,2022-07-04
LAW,13.130000114440918,12.779999732971191,69.41000366210938,16.86449990272522,20.65579996109009,23.001299924850464,26.55253324508667,28.73224992275238,Technology | Software - Application | USA,-,-,-,14.2,-2.9,-0.99,2022-08-12,2022-06-23,86.96108231396516,86.90384053632195,2022-08-08,2022-07-04
QCOM,128.47999572753906,118.2300033569336,193.5800018310547,142.13853225708007,140.7665657043457,137.56866973876953,144.58419891357423,152.69593605041504,Technology | Semiconductors | USA,11.38,1.49,41.33,35.7,74.0,12.95,2022-08-01,2022-06-29,104.45974743658807,101.97079924851408,2022-08-22,2022-07-04
QRVO,90.13999938964844,87.05000305175781,192.9199981689453,100.99500007629396,100.87559997558594,104.228699798584,112.467199605306,121.90839958190918,Technology | Semiconductors | USA,12.2,1.22,11.78,-6.8,46.5,10.35,2022-08-18,2022-07-05,102.32224417484952,98.60752553567262,2022-08-22,2022-07-04
CTXS,102.83000183105467,78.06999969482422,115.0,102.7589988708496,101.37499938964844,100.4668995666504,100.84606628417968,98.42887962341308,Technology | Software - Application | USA,39.6,18.0,21.88,5.8,-39.1,5.83,2022-08-18,2022-08-15,102.46919664822082,101.75832144446312,2022-06-06,2022-07-04
ADBE,368.1400146484375,338.0,699.5399780273438,412.7580017089844,399.5864001464844,401.8096008300781,422.0888665771485,462.5353997802735,Technology | Software - Infrastructure | USA,35.95,2.53,25.28,14.4,-7.6,15.86,2022-08-19,2022-07-05,108.06574249252292,102.67176382297832,2022-08-22,2022-07-04
